Row,Positive,Negative,Comparative,Username,Tweet,Date,URL
33,0,0,0,@luisluque,"A ePatient journey in 4 countries by @paisalminen    himss&#8203;.eu/m&#8203;y-jou&#8203;rney    #ePatient  cc @ePatientDave  @himsseurope  @himsseurope ","Thu, Apr 30, 2015, 12:26 PM",https://twitter.com/luisluque/status/593858906453082112
34,0,0,0,@salumedia,"RT @luisluque : A ePatient journey in 4 countries by @paisalminen    himss&#8203;.org/&#8203;News/&#8203;NewsD&#8203;etail&#8203;.aspx&#8230;    #ePatient  cc @ePatientDave  @himsseurope  @himsseur …","Thu, Apr 30, 2015, 12:24 PM",https://twitter.com/salumedia/status/593858579309944833
35,0,0,0,@himsseurope,"RT @luisluque : A ePatient journey in 4 countries by @paisalminen    himss&#8203;.org/&#8203;News/&#8203;NewsD&#8203;etail&#8203;.aspx&#8230;    #ePatient  cc @ePatientDave  @himsseurope  @himsseur …","Thu, Apr 30, 2015, 12:24 PM",https://twitter.com/himsseurope/status/593858528261054465
36,2,-2,0,@grdo_ireland,"RT @teaminspire : Mayo’s Healing Words program – reading from “Facing Death  – With Hope”   epati&#8203;entda&#8203;ve.co&#8203;m/201&#8203;5/04/&#8203;30/ma&#8230;    via @epatientdave  #epatient ","Thu, Apr 30, 2015, 12:24 PM",https://twitter.com/grdo_ireland/status/593858447524892672
37,0,0,0,@luisluque,"A ePatient journey in 4 countries by @paisalminen    himss&#8203;.org/&#8203;News/&#8203;NewsD&#8203;etail&#8203;.aspx&#8230;    #ePatient  cc @ePatientDave  @himsseurope  @himsseurope ","Thu, Apr 30, 2015, 12:24 PM",https://twitter.com/luisluque/status/593858436124770305
38,0,0,0,@johnsharp,"RT @trentrosenbloom : Deadline Extended to 6/1/2015: JAMIA Special Issue on Person Generated Health Data #epatient  #pghd  #patientengagement  …","Thu, Apr 30, 2015, 11:19 AM",https://twitter.com/johnsharp/status/593842007019266050
39,0,0,0,@trentrosenbloom,"Deadline Extended to 6/1/2015: JAMIA Special Issue on Person Generated Health Data #epatient  #pghd  #patientengagement  jamia&#8203;.oxfo&#8203;rdjou&#8203;rnals&#8203;.org/&#8203;sites&#8230;   ","Thu, Apr 30, 2015, 11:17 AM",https://twitter.com/trentrosenbloom/status/593841666324299778
40,5,0,0.125,@medidata,"MT @gretchenclare : Thanks  @JackWhelan  for sharing your story w/ @Medidata  today! Your journey as an #ePatient  &amp; advocate is fascinating ","Thu, Apr 30, 2015, 9:27 AM",https://twitter.com/medidata/status/593813821657059328
41,2,-2,0,@teaminspire,"Mayo’s Healing Words program – reading from “Facing Death  – With Hope”   epati&#8203;entda&#8203;ve.co&#8203;m/201&#8203;5/04/&#8203;30/ma&#8230;    via @epatientdave  #epatient ","Thu, Apr 30, 2015, 9:26 AM",https://twitter.com/teaminspire/status/593813665326895104
42,3,0,0.079,@caretothepeople,"It's a good  idea to audit the #apps  you've given permission to access Facebook. Here's how: ow.ly&#8203;/MknF&#8203;m    #privacy  #epatient ","Thu, Apr 30, 2015, 9:20 AM",https://twitter.com/caretothepeople/status/593812171538173952
43,0,0,0,@jdanielhess,"RT @frankbosch : What i learned: #im2015  Lévy: no one knows everything; everybody knows something; all knowlegde resides in networks #epatie …","Thu, Apr 30, 2015, 9:09 AM",https://twitter.com/jdanielhess/status/593809303338901504
44,0,0,0,@frankbosch,"What i learned: #im2015  Lévy: no one knows everything; everybody knows something; all knowlegde resides in networks #epatient ","Thu, Apr 30, 2015, 9:05 AM",https://twitter.com/frankbosch/status/593808412804251648
45,3,0,0.088,@inspirebeth,"RT @teaminspire : “I wish  my doctor knew I am smarter  than I must look.” #IWishMyDoctorKnew  inspi&#8203;re.co&#8203;m/Bri&#8203;an/jo&#8203;urnal&#8203;/what&#8230;    #epatient ","Thu, Apr 30, 2015, 8:38 AM",https://twitter.com/inspirebeth/status/593801726790012929
46,3,0,0.088,@rheumablog_wren,"RT @teaminspire : “I wish  my doctor knew I am smarter  than I must look.” #IWishMyDoctorKnew  inspi&#8203;re.co&#8203;m/Bri&#8203;an/jo&#8203;urnal&#8203;/what&#8230;    #epatient ","Thu, Apr 30, 2015, 8:30 AM",https://twitter.com/rheumablog_wren/status/593799647157616642
47,3,0,0.1,@teaminspire,"“I wish  my doctor knew I am smarter  than I must look.” #IWishMyDoctorKnew  inspi&#8203;re.co&#8203;m/Bri&#8203;an/jo&#8203;urnal&#8203;/what&#8230;    #epatient ","Thu, Apr 30, 2015, 7:19 AM",https://twitter.com/teaminspire/status/593781602611810305
48,0,0,0,@lagedor49,"RT @patientpowereu : Where are e-patients headed? &gt;@ePatientDave  @EUPatients  @S4PM  #patientsinvolved  #epatient  ow.ly&#8203;/MhLx&#8203;o   ","Thu, Apr 30, 2015, 6:29 AM",https://twitter.com/lagedor49/status/593769239426768896
49,0,0,0,@patientpowereu,"Where are e-patients headed? &gt;@ePatientDave  @EUPatients  @S4PM  #patientsinvolved  #epatient  ow.ly&#8203;/MhLx&#8203;o   ","Thu, Apr 30, 2015, 6:10 AM",https://twitter.com/patientpowereu/status/593764412227465216
50,0,0,0,@vrhceo,"RT @DartmouthHitch : How is the doctor-patient relationship changing? It’s going electronic. wapo.&#8203;st/1D&#8203;SS8ki    via @washingtonpost  #epa …","Thu, Apr 30, 2015, 6:01 AM",https://twitter.com/vrhceo/status/593762219999043584
51,0,0,0,@mymedguru,"E-PATIENTS ARE THE FUTURE. ARE YOU BEHIND? mymed&#8203;guru.&#8203;com/e&#8203;-pati&#8203;ents    #empoweredpatient  #epatient  It's not too late to become #empowered !","Thu, Apr 30, 2015, 6:00 AM",https://twitter.com/mymedguru/status/593761763918643201
52,0,0,0,@mariacallow,"Putting patients at the heart of the European digital healthcare agenda @integratedchg  ow.ly&#8203;/M4qv&#8203;m    #epatient  #digitalhealth ","Thu, Apr 30, 2015, 5:15 AM",https://twitter.com/mariacallow/status/593750475490615296
53,0,0,0,@kitri1,"RT @PhilippeLoizon : « L'e-learning s’adresse aux patients au-delà de la prévention » #doctors20  #ePatient  #eSanté  @scoopit  t.co/&#8203;W7BX   …","Thu, Apr 30, 2015, 4:26 AM",https://twitter.com/kitri1/status/593738169243303937
54,0,0,0,@philippeloizon,"« L'e-learning s’adresse aux patients au-delà de la prévention » #doctors20  #ePatient  #eSanté  @scoopit  sco.l&#8203;t/7X7&#8203;J21   ","Thu, Apr 30, 2015, 4:20 AM",https://twitter.com/philippeloizon/status/593736685961277440
55,0,0,0,@patientpowereu,"Renate’s story: how she became a breast cancer advocate ow.ly&#8203;/MhKv&#8203;K    #breastcancer  #epatient  @BCCare  @BCAG ","Thu, Apr 30, 2015, 3:02 AM",https://twitter.com/patientpowereu/status/593717032685871104
56,3,0,0.083,@offbeatvac152,"RT @nursefriendly : Take Charge of Your #Healthcare : be your own best  advocate,  Martine Ehrenclou, @med_writer  #nurseup  #Epatient  http://t.…","Thu, Apr 30, 2015, 2:26 AM",https://twitter.com/offbeatvac152/status/593708019487084547
57,3,0,0.083,@abandonede714,"RT @nursefriendly : Take Charge of Your #Healthcare : be your own best  advocate,  Martine Ehrenclou, @med_writer  #nurseup  #Epatient  http://t.…","Thu, Apr 30, 2015, 2:03 AM",https://twitter.com/abandonede714/status/593702183528321024
58,3,0,0.083,@belligeren150,"RT @nursefriendly : Take Charge of Your #Healthcare : be your own best  advocate,  Martine Ehrenclou, @med_writer  #nurseup  #Epatient  http://t.…","Thu, Apr 30, 2015, 1:36 AM",https://twitter.com/belligeren150/status/593695311119323136
59,0,0,0,@seeker3003,"RT @teaminspire : RT @AmolUtrankar : Patients, in a sense, are ""health professionals"" in their own right: thegu&#8203;ardia&#8203;n.com&#8203;/heal&#8203;thcar&#8203;e-net&#8230;    #epatient  #M …","Wed, Apr 29, 2015, 11:32 PM",https://twitter.com/seeker3003/status/593664203552124929
60,4,0,0.167,@dinchin1,"Creating opportunities  for improved  #patient  access by @aurorahealthpr  
auror&#8203;acomm&#8203;s.com&#8203;/wp-c&#8203;onten&#8203;t/upl&#8230;    @GLOBALHealthPR  #epatient  #pharmamktg ","Wed, Apr 29, 2015, 9:18 PM",https://twitter.com/dinchin1/status/593630580362715136
61,3,0,0.083,@offbeatvac152,"RT @nursefriendly : Take Charge of Your #Healthcare : be your own best  advocate,  Martine Ehrenclou, @med_writer  #nurseup  #Epatient  http://t.…","Wed, Apr 29, 2015, 8:57 PM",https://twitter.com/offbeatvac152/status/593625142216921088
62,10,0,0.263,@hcorini,"If you can please  help  out an awesome  &amp; inspiring  #epatient  Joe and his family! Check out the… insta&#8203;gram.&#8203;com/p&#8203;/2Fa7&#8203;6wo50&#8203;P   ","Wed, Apr 29, 2015, 8:53 PM",https://twitter.com/hcorini/status/593624287950540801
63,3,0,0.083,@abandonede714,"RT @nursefriendly : Take Charge of Your #Healthcare : be your own best  advocate,  Martine Ehrenclou, @med_writer  #nurseup  #Epatient  http://t.…","Wed, Apr 29, 2015, 8:36 PM",https://twitter.com/abandonede714/status/593619814762950656
64,3,0,0.083,@abandonede714,"RT @nursefriendly : Take Charge of Your #Healthcare : be your own best  advocate,  Martine Ehrenclou, @med_writer  #nurseup  #Epatient  http://t.…","Wed, Apr 29, 2015, 8:33 PM",https://twitter.com/abandonede714/status/593619114557505537
65,0,0,0,@yeysus,"RT @laumari2014 : Comportamientos relacionales médico-paciente en #RRSS  #BordandoRed  #eSalud  
#mHealth  #eHealth  #ePatient  #appSalud  #SaluDig …","Wed, Apr 29, 2015, 7:08 PM",https://twitter.com/yeysus/status/593597695375372288
66,0,0,0,@theodoraelise,"RT @teaminspire : RT @AmolUtrankar : Patients, in a sense, are ""health professionals"" in their own right: thegu&#8203;ardia&#8203;n.com&#8203;/heal&#8203;thcar&#8203;e-net&#8230;    #epatient  #M …","Wed, Apr 29, 2015, 4:32 PM",https://twitter.com/theodoraelise/status/593558427579715584
67,0,0,0,@zorgenzo,"RT @fksc_ : e-Patient Dave on the new science of patient engagement @MaRSDD  @ePatientDave  buff.&#8203;ly/1P&#8203;FzfK9    #epatient  #hcsm  #doctors20 ","Wed, Apr 29, 2015, 3:11 PM",https://twitter.com/zorgenzo/status/593538119342944256
68,0,0,0,@myelomateacher,"RT @fksc_ : e-Patient Dave on the new science of patient engagement @MaRSDD  @ePatientDave  buff.&#8203;ly/1P&#8203;FzfK9    #epatient  #hcsm  #doctors20 ","Wed, Apr 29, 2015, 3:10 PM",https://twitter.com/myelomateacher/status/593537951948144640
69,0,0,0,@lygeia,"A new (to me) #epatient  blog about living with #MND  #ALS   MT @paul_george_mnd  paulc&#8203;rowde&#8203;y.wor&#8203;dpres&#8203;s.com     #crowdeyslegacy ","Wed, Apr 29, 2015, 2:48 PM",https://twitter.com/lygeia/status/593532308444950529
70,0,0,0,@laumari2014,"Comportamientos relacionales médico-paciente en #RRSS  #BordandoRed  #eSalud  
#mHealth  #eHealth  #ePatient  #appSalud  #SaluDigital  @comysaludUCM ","Wed, Apr 29, 2015, 1:42 PM",https://twitter.com/laumari2014/status/593515821722271745
71,0,-2,-0.05,@brite_dee,"RT @MyelomaTeacher : Communicating experience of illness  in the digital age -In writing and sharing comes healing. #MedX  #mmsm  #epatient  htt…","Wed, Apr 29, 2015, 1:13 PM",https://twitter.com/brite_dee/status/593508441257185280
72,0,0,0,@primary_immune1,"RT @teaminspire : RT @AmolUtrankar : Patients, in a sense, are ""health professionals"" in their own right: thegu&#8203;ardia&#8203;n.com&#8203;/heal&#8203;thcar&#8203;e-net&#8230;    #epatient  #M …","Wed, Apr 29, 2015, 1:00 PM",https://twitter.com/primary_immune1/status/593505029258027009
73,3,0,0.125,@lalupuslady,"Excited  @AmyDBMine  self-proclaimed #ePatient  is on the panel! #digitalhollywood  #health  media #hcsm ","Wed, Apr 29, 2015, 12:44 PM",https://twitter.com/lalupuslady/status/593501012242993152
74,0,0,0,@treatdiaries,"Personal stories of #bladdercancer  survivorship! treat&#8203;mentd&#8203;iarie&#8203;s.com    #opc  #epatient  #patientinsights ","Wed, Apr 29, 2015, 12:38 PM",https://twitter.com/treatdiaries/status/593499493682679808
75,0,0,0,@laumari2014,"""Las #RRSS  hacen más humanos comportamientos relacionales! #BordandoRed  #Valores   #SaluDigital  #eSalud  #mHealth  #eHealth  #ePatient  #appSalud ","Wed, Apr 29, 2015, 11:38 AM",https://twitter.com/laumari2014/status/593484569745235970
76,4,0,0.143,@subtleimpact,"RT @hdconsortium : Have you read about how the @eHealthExchange  is improving  #epatient  care?  ow.ly&#8203;/MaR2&#8203;f   ","Wed, Apr 29, 2015, 11:36 AM",https://twitter.com/subtleimpact/status/593483950120673282
77,0,0,0,@peccoux,"RT @cetivant : Dr Aniruddha Malpani « Le e-learning s’adresse aux patients au-delà de la prévention » #epatient  #esante  #hcsmeufr  t.c   …","Wed, Apr 29, 2015, 10:06 AM",https://twitter.com/peccoux/status/593461310194622465
78,5,0,0.114,@reltio,"RT @gretchenclare : Thanks,  @JackWhelan , for sharing your story with @Medidata  today! It was fascinating  to hear about your journey as an #e …","Wed, Apr 29, 2015, 10:04 AM",https://twitter.com/reltio/status/593460790629257216
79,5,0,0.114,@ramonchen,"RT @gretchenclare : Thanks,  @JackWhelan , for sharing your story with @Medidata  today! It was fascinating  to hear about your journey as an #e …","Wed, Apr 29, 2015, 10:04 AM",https://twitter.com/ramonchen/status/593460790633435136
80,5,0,0.114,@jackwhelan,"RT @gretchenclare : Thanks,  @JackWhelan , for sharing your story with @Medidata  today! It was fascinating  to hear about your journey as an #e …","Wed, Apr 29, 2015, 10:03 AM",https://twitter.com/jackwhelan/status/593460701370458114
81,0,0,0,@callieleone,"RT @Intakeme : How is the doctor-patient relationship changing? It’s going electronic. wpo.s&#8203;t/f74&#8203;F0    #talktoyourdoc  #EHR  #epatient  …","Wed, Apr 29, 2015, 10:01 AM",https://twitter.com/callieleone/status/593460083809460224
82,5,0,0.114,@gretchenclare,"Thanks,  @JackWhelan , for sharing your story with @Medidata  today! It was fascinating  to hear about your journey as an #ePatient  &amp; advocate.","Wed, Apr 29, 2015, 9:53 AM",https://twitter.com/gretchenclare/status/593458136679342081
83,0,0,0,@intakeme,"How is the doctor-patient relationship changing? It’s going electronic. wpo.s&#8203;t/f74&#8203;F0    #talktoyourdoc  #EHR  #epatient  #eHealth ","Wed, Apr 29, 2015, 9:49 AM",https://twitter.com/intakeme/status/593457140951453696
84,0,0,0,@cetivant,"Dr Aniruddha Malpani « Le e-learning s’adresse aux patients au-delà de la prévention » #epatient  #esante  #hcsmeufr  ateli&#8203;er.ne&#8203;t/tre&#8203;nds/a&#8203;rticl&#8203;es/do&#8230;   ","Wed, Apr 29, 2015, 9:46 AM",https://twitter.com/cetivant/status/593456237754331136
85,2,0,0.077,@tbau_uoc,"The new e-Patient: better  informed and more engaged via @mHealthGlobal  #epatient  #mHealth  mobil&#8203;eheal&#8203;thglo&#8203;bal.c&#8203;om/in&#8203;-the-&#8230;   ","Wed, Apr 29, 2015, 8:12 AM",https://twitter.com/tbau_uoc/status/593432723462725632
86,3,0,0.094,@infographicsits,"RT @harriseve : A good  reminder: Low #healthliteracy  linked 2 &gt;death; ER visits nnlm.&#8203;gov/o&#8203;utrea&#8203;ch/co&#8203;nsume&#8203;r/hlt&#8230;    #epatient  #hclitss  via @Do_Infographi …","Wed, Apr 29, 2015, 6:51 AM",https://twitter.com/infographicsits/status/593412271503593472
87,3,0,0.107,@harriseve,"A good  reminder: Low #healthliteracy  linked 2 &gt;death; ER visits nnlm.&#8203;gov/o&#8203;utrea&#8203;ch/co&#8203;nsume&#8203;r/hlt&#8230;    #epatient  #hclitss  via @Do_Infographics ","Wed, Apr 29, 2015, 6:45 AM",https://twitter.com/harriseve/status/593410864969031681
88,2,0,0.077,@caretothepeople,"Spreading @CarlyRM 's request. Anyone in #hcldr  #hcsm  communities able to help?   #epatient   twitt&#8203;er.co&#8203;m/Car&#8203;lyRM/&#8203;statu&#8203;s/593&#8230;   ","Wed, Apr 29, 2015, 6:44 AM",https://twitter.com/caretothepeople/status/593410542393516032
89,0,-2,-0.056,@myelomateacher,"Communicating experience of illness  in the digital age -In writing and sharing comes healing. #MedX  #mmsm  #epatient  ln.is&#8203;/www.&#8203;youtu&#8203;be.co&#8203;m/XRe&#8203;dU   ","Wed, Apr 29, 2015, 6:27 AM",https://twitter.com/myelomateacher/status/593406196943552512
90,0,-2,-0.056,@myelomateacher,"Communicating experience of illness  in the digital age -In writing and sharing comes healing. #MedX  #mmsm  #epatient  youtu&#8203;.be/r&#8203;BdYLh&#8203;iucnE   ","Wed, Apr 29, 2015, 6:27 AM",https://twitter.com/myelomateacher/status/593406190089936897
91,1,0,0.031,@comfacdev,"Teaching doctors how to engage  more and lecture less [outside of the classroom]
wpo.s&#8203;t/KW2&#8203;F0    #epatient  #meded  @AndreaUCFCOM ","Wed, Apr 29, 2015, 5:56 AM",https://twitter.com/comfacdev/status/593398496016932864
92,4,0,0.154,@comfacdev,"Patient Narrative - How listening to patient narrative improves  clinical care  #epatient  medpa&#8203;getod&#8203;ay.co&#8203;m/Pub&#8203;licHe&#8203;althP&#8230;   ","Wed, Apr 29, 2015, 5:54 AM",https://twitter.com/comfacdev/status/593397846298198018
93,0,0,0,@tbau_uoc,"RT @patientpowereu : Christian Puppnick: un médecin patient de leucémie lymphatique chronique #LLC  #leucemie  #epatient  ow.ly&#8203;/MgWf&#8203;C   ","Wed, Apr 29, 2015, 4:59 AM",https://twitter.com/tbau_uoc/status/593384181738143744
94,0,0,0,@patientpowereu,"Christian Puppnick: un médecin patient de leucémie lymphatique chronique #LLC  #leucemie  #epatient  ow.ly&#8203;/MgWf&#8203;C   ","Wed, Apr 29, 2015, 4:59 AM",https://twitter.com/patientpowereu/status/593384054633996288
95,0,0,0,@patientpowereu,"Defining the e-Patient today ow.ly&#8203;/M8Ri&#8203;9    #patientsinvolved  #epatient  #patients  &gt; @ePatientDave ","Wed, Apr 29, 2015, 12:50 AM",https://twitter.com/patientpowereu/status/593321383477772288
