Row,Positive,Negative,Comparative,Username,Tweet,Date,URL
14,0,0,0,@lygeia,"RT @CarlyRM : #hdpalooza  Consumers' Circle shout out from main stage. #epatient    ","Mon, Jun 1, 2015, 7:10 AM",https://twitter.com/lygeia/status/605375858849787904
15,4,0,0.118,@anguebus,"RT @egagenerics : Interested  in #digitalHealth  and the #ePatient ? Feel free  to join  our #tweetup  tomorrow! #EGApatients    ","Mon, Jun 1, 2015, 7:03 AM",https://twitter.com/anguebus/status/605374084168450048
16,4,0,0.118,@itato,"RT @egagenerics : Interested  in #digitalHealth  and the #ePatient ? Feel free  to join  our #tweetup  tomorrow! #EGApatients    ","Mon, Jun 1, 2015, 7:01 AM",https://twitter.com/itato/status/605373598082207745
17,4,0,0.133,@egagenerics,"Interested  in #digitalHealth  and the #ePatient ? Feel free  to join  our #tweetup  tomorrow! #EGApatients    ","Mon, Jun 1, 2015, 7:00 AM",https://twitter.com/egagenerics/status/605373243608801280
18,0,0,0,@pabello,"RT @CarlyRM : #hdpalooza  Consumers' Circle shout out from main stage. #epatient    ","Mon, Jun 1, 2015, 6:24 AM",https://twitter.com/pabello/status/605364206200889345
19,0,0,0,@alr5,"RT @CarlyRM : #hdpalooza  Consumers' Circle shout out from main stage. #epatient    ","Mon, Jun 1, 2015, 6:11 AM",https://twitter.com/alr5/status/605361055716544512
20,0,0,0,@loranstefani,"RT @CarlyRM : #hdpalooza  Consumers' Circle shout out from main stage. #epatient    ","Mon, Jun 1, 2015, 6:09 AM",https://twitter.com/loranstefani/status/605360511081951233
21,0,0,0,@mightycasey,"RT @CarlyRM : #hdpalooza  Consumers' Circle shout out from main stage. #epatient    ","Mon, Jun 1, 2015, 6:09 AM",https://twitter.com/mightycasey/status/605360496582242304
22,0,0,0,@carlyrm,"#hdpalooza  Consumers' Circle shout out from main stage. #epatient    ","Mon, Jun 1, 2015, 6:08 AM",https://twitter.com/carlyrm/status/605360366135181312
23,2,0,0.067,@healthcarejosh,"RT @nickreeldx : 6 ways to improve  patient satisfaction. #hdpalooza  @nxtstop1  @DrSunnyMalhotra  @docnieder  @kevinmd  @sjdmd  #epatient   https:/…","Mon, Jun 1, 2015, 5:45 AM",https://twitter.com/healthcarejosh/status/605354429143908353
24,0,0,0,@dentalsymphony,"Our #Online  #Patient  #Registration  system was designed BY and FOR #Dentists . Was yours? #ePatient  #ClinicalTeam  denta&#8203;lsymp&#8203;hony.&#8203;com   ","Mon, Jun 1, 2015, 5:01 AM",https://twitter.com/dentalsymphony/status/605343387731021824
25,2,0,0.067,@richduszak,"RT @nickreeldx : 6 ways to improve  patient satisfaction. #hdpalooza  @nxtstop1  @DrSunnyMalhotra  @docnieder  @kevinmd  @sjdmd  #epatient   https:/…","Mon, Jun 1, 2015, 4:54 AM",https://twitter.com/richduszak/status/605341538097475585
26,2,0,0.067,@denverwwad,"RT @nickreeldx : 6 ways to improve  patient satisfaction. #hdpalooza  @nxtstop1  @DrSunnyMalhotra  @docnieder  @kevinmd  @sjdmd  #epatient   https:/…","Mon, Jun 1, 2015, 4:48 AM",https://twitter.com/denverwwad/status/605340235220684800
27,2,0,0.071,@nickreeldx,"6 ways to improve  patient satisfaction. #hdpalooza  @nxtstop1  @DrSunnyMalhotra  @docnieder  @kevinmd  @sjdmd  #epatient   twitt&#8203;er.co&#8203;m/ric&#8203;hdusz&#8203;ak/st&#8203;atus/&#8230;   ","Mon, Jun 1, 2015, 4:45 AM",https://twitter.com/nickreeldx/status/605339283604574208
28,7,0,0.184,@carlyrm,"""One of the best  ways to improve  health care  is to keep learning."" 
-Metro ad from Philips 
#hdpalooza  #epatient ","Mon, Jun 1, 2015, 4:27 AM",https://twitter.com/carlyrm/status/605334790754185216
29,0,0,0,@egagenerics,".@Birgitpower , #DigitalHealth  and #ePatient  expert will be with us for the #tweetup  #EGApatients    ","Mon, Jun 1, 2015, 4:00 AM",https://twitter.com/egagenerics/status/605327940671307776
30,0,0,0,@leonardkish,"RT @CarlyRM : I'll be tweeting from Health Datapalooza this week as part of their Consumers' Circle. #epatient  #hdpalooza   t.co/&#8203;T5rx   …","Mon, Jun 1, 2015, 3:58 AM",https://twitter.com/leonardkish/status/605327440148328448
31,0,0,0,@reginaholliday,"RT @CarlyRM : I'll be tweeting from Health Datapalooza this week as part of their Consumers' Circle. #epatient  #hdpalooza   t.co/&#8203;T5rx   …","Mon, Jun 1, 2015, 3:53 AM",https://twitter.com/reginaholliday/status/605326332168400897
32,0,0,0,@philippeloizon,"Cette révolution qui attend les médecins #eSanté  #ePatient  #mSanté  | @scoopit  sco.l&#8203;t/632&#8203;KbR   ","Mon, Jun 1, 2015, 1:01 AM",https://twitter.com/philippeloizon/status/605283131160186880
33,0,0,0,@carlyrm,"#epatient  #chroniclife  #spoonie   twitt&#8203;er.co&#8203;m/sar&#8203;ahben&#8203;esi/s&#8203;tatus&#8230;   ","Mon, Jun 1, 2015, 12:50 AM",https://twitter.com/carlyrm/status/605280173089533952
34,3,0,0.083,@pharmaguapa,"gr8 video - nice  #patient  story RT @Boehringer : Living with #AFib ? Watch Ian's story youtu&#8203;.be/j&#8203;dGWN9&#8203;gq_Mg    #hcsmeu  #epatient  #hcsm ","Mon, Jun 1, 2015, 12:47 AM",https://twitter.com/pharmaguapa/status/605279583445917696
35,0,0,0,@david_reeldx,"RT @nickreeldx : IRL! @CarlyRM  #hdpalooza  #epatient  @markjohn1  @darlakbrown  @Bill_ReelDx  @2healthguru  @andrewreeldx    ","Sun, May 31, 2015, 6:11 PM",https://twitter.com/david_reeldx/status/605179743302905856
36,0,0,0,@2healthguru,"RT @nickreeldx : IRL! @CarlyRM  #hdpalooza  #epatient  @markjohn1  @darlakbrown  @Bill_ReelDx  @2healthguru  @andrewreeldx    ","Sun, May 31, 2015, 4:42 PM",https://twitter.com/2healthguru/status/605157373632761856
37,0,0,0,@markjohn1,"RT @nickreeldx : IRL! @CarlyRM  #hdpalooza  #epatient  @markjohn1  @darlakbrown  @Bill_ReelDx  @2healthguru  @andrewreeldx    ","Sun, May 31, 2015, 4:10 PM",https://twitter.com/markjohn1/status/605149410222182400
38,0,0,0,@carlyrm,"RT @nickreeldx : IRL! @CarlyRM  #hdpalooza  #epatient  @markjohn1  @darlakbrown  @Bill_ReelDx  @2healthguru  @andrewreeldx    ","Sun, May 31, 2015, 4:08 PM",https://twitter.com/carlyrm/status/605148871333957632
39,2,0,0.077,@carlyrm,"Running over to help  a friend with an IV.
""Are you a nurse?""
LOL nope!
#epatient ","Sun, May 31, 2015, 4:08 PM",https://twitter.com/carlyrm/status/605148834478604289
40,0,0,0,@bill_reeldx,"RT @nickreeldx : IRL! @CarlyRM  #hdpalooza  #epatient  @markjohn1  @darlakbrown  @Bill_ReelDx  @2healthguru  @andrewreeldx    ","Sun, May 31, 2015, 4:04 PM",https://twitter.com/bill_reeldx/status/605147851232911360
41,0,0,0,@nickreeldx,"IRL! @CarlyRM  #hdpalooza  #epatient  @markjohn1  @darlakbrown  @Bill_ReelDx  @2healthguru  @andrewreeldx    ","Sun, May 31, 2015, 3:59 PM",https://twitter.com/nickreeldx/status/605146580728049664
42,2,0,0.071,@jeanajordan,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sun, May 31, 2015, 2:00 PM",https://twitter.com/jeanajordan/status/605116602401456128
43,0,0,0,@gerrywieder,"RT @mybravetweet : RT Health_FF: Manahealth trends and new projects in #digitalhealth  #mhealth  and #ePatient ","Sun, May 31, 2015, 12:20 PM",https://twitter.com/gerrywieder/status/605091527002603520
44,0,0,0,@mybravetweet,"RT Health_FF: Manahealth trends and new projects in #digitalhealth  #mhealth  and #ePatient ","Sun, May 31, 2015, 11:57 AM",https://twitter.com/mybravetweet/status/605085774489522176
45,0,0,0,@health_ff,"@Manahealth  trends and new projects in #digitalhealth  #mhealth  and #ePatient ","Sun, May 31, 2015, 11:45 AM",https://twitter.com/health_ff/status/605082635535327233
46,0,0,0,@health_ff,"@Manahealth  trends and ventures in #digitalhealth  #mhealth  and #ePatient ","Sun, May 31, 2015, 11:43 AM",https://twitter.com/health_ff/status/605082167476146176
47,3,0,0.075,@treatdiaries,"3 Things to Know About a #Cancer  Diagnosis - Health shared  privately so you can be social. bit.l&#8203;y/1Jn&#8203;w7RE    #epatient  #support  ","Sun, May 31, 2015, 9:39 AM",https://twitter.com/treatdiaries/status/605050858590511104
48,0,0,0,@lasvegasnvjobs,"#ePatient  Enroll is hiring Web Application Developer in Las Vegas,NV. More info at jobs.&#8203;joble&#8203;ssnco&#8203;llege&#8203;.com/&#8203;job/h&#8230;    #Healthcare ","Sun, May 31, 2015, 9:16 AM",https://twitter.com/lasvegasnvjobs/status/605045186784161792
49,0,0,0,@mightycasey,"@MandiBPro  @MsWZ  @OneGrenouille  @ReginaHolliday  @kymlmartin  @fredtrotter  I'm speechless. Imagine #ptexp  for NON #epatient  in those circs!","Sun, May 31, 2015, 8:55 AM",https://twitter.com/mightycasey/status/605039926099460096
50,3,0,0.094,@healthhats,"Managing Uncertainty - A Magic Lever for Best  Health wp.me&#8203;/p2Cy&#8203;vO-fG    #PCORI  #epatient  #s4pm  #healthliteracy  #caregivers  #ptexp ","Sun, May 31, 2015, 8:17 AM",https://twitter.com/healthhats/status/605030436587368448
51,2,0,0.059,@breckgamel,"Patiently refreshing website daily 2 find if included as an #epatient  for #medx  please  oh please  @StanfordMedX  @larrychu ","Sun, May 31, 2015, 7:02 AM",https://twitter.com/breckgamel/status/605011526697762817
52,0,0,0,@skram,"RT @CarlyRM : I'll be tweeting from Health Datapalooza this week as part of their Consumers' Circle. #epatient  #hdpalooza   t.co/&#8203;T5rx   …","Sun, May 31, 2015, 6:40 AM",https://twitter.com/skram/status/605005952308363266
53,0,0,0,@brentanthony01,"RT @CarlyRM : I'll be tweeting from Health Datapalooza this week as part of their Consumers' Circle. #epatient  #hdpalooza   t.co/&#8203;T5rx   …","Sun, May 31, 2015, 6:31 AM",https://twitter.com/brentanthony01/status/605003651371933696
54,0,0,0,@carlyrm,"I'll be tweeting from Health Datapalooza this week as part of their Consumers' Circle. #epatient  #hdpalooza   twitt&#8203;er.co&#8203;m/hhs&#8203;gov/s&#8203;tatus&#8203;/6047&#8230;   ","Sun, May 31, 2015, 5:36 AM",https://twitter.com/carlyrm/status/604989756519424000
55,0,0,0,@tinaburger,"RT @jgjeannot : .@drlnk  Aussi : Internet, un facteur de transformation la relation médecin patient: googl&#8203;e.ch/&#8203;url?s&#8203;a=t&r&#8203;ct=j&&#8203;q=&es&#8230;    #Doctors20  #ePat …","Sun, May 31, 2015, 2:24 AM",https://twitter.com/tinaburger/status/604941508802953216
56,0,-3,-0.125,@astagge,"RT @gesundheitswirt : Mit (Patienten)Geschichten die  Gesundheitsinformationen viel besser transportieren. #nutzerzentrierung  #epatient  #cck15 ","Sun, May 31, 2015, 2:09 AM",https://twitter.com/astagge/status/604937822546575360
57,0,-3,-0.125,@silkejaeger,"RT @gesundheitswirt : Mit (Patienten)Geschichten die  Gesundheitsinformationen viel besser transportieren. #nutzerzentrierung  #epatient  #cck15 ","Sun, May 31, 2015, 1:34 AM",https://twitter.com/silkejaeger/status/604928950293438464
58,0,-3,-0.15,@gesundheitswirt,"Mit (Patienten)Geschichten die  Gesundheitsinformationen viel besser transportieren. #nutzerzentrierung  #epatient  #cck15 ","Sun, May 31, 2015, 1:31 AM",https://twitter.com/gesundheitswirt/status/604928134207664128
59,0,0,0,@jgjeannot,".@drlnk  Aussi : Internet, un facteur de transformation la relation médecin patient: googl&#8203;e.ch/&#8203;url?s&#8203;a=t&r&#8203;ct=j&&#8203;q=&es&#8230;    #Doctors20  #ePatient ","Sat, May 30, 2015, 10:18 PM",https://twitter.com/jgjeannot/status/604879603937734656
60,0,0,0,@thomasicrjane,".#Epatient  #santé  Un MOUVEMENT DE PATIENTS CONTRE LA lOI DE SANTE,LE SAMEDI 20 JUIN (NANTES)   ","Sat, May 30, 2015, 2:03 PM",https://twitter.com/thomasicrjane/status/604755076599672833
61,2,0,0.077,@rewardforhealth,"What is #PatientEngagement  and why should you care?  ln.is&#8203;/hosp&#8203;itali&#8203;mpact&#8203;.org/&#8203;luX56    #ePatient  #healthcare  #hcsmeu  #hcr ","Sat, May 30, 2015, 1:11 PM",https://twitter.com/rewardforhealth/status/604741995345641473
62,2,0,0.077,@rewardforhealth,"What is #PatientEngagement  and why should you care?  bit.l&#8203;y/1vS&#8203;kBVr    #ePatient  #healthcare  #hcsmeu  #hcr ","Sat, May 30, 2015, 1:11 PM",https://twitter.com/rewardforhealth/status/604741985744863232
63,0,0,0,@treatdiaries,"Personal stories of #bladdercancer  survivorship! treat&#8203;mentd&#8203;iarie&#8203;s.com    #opc  #epatient  #patientinsights ","Sat, May 30, 2015, 12:38 PM",https://twitter.com/treatdiaries/status/604733517314940928
64,2,0,0.091,@harriseve,"I *just* taught this in #epatient  talk!""Teach-Back improves  Nurse-Patient Communication"" healt&#8203;hscap&#8203;e.ca/&#8203;hot-t&#8203;opics&#8203;/nurs&#8230;   ","Sat, May 30, 2015, 12:35 PM",https://twitter.com/harriseve/status/604732837246304256
65,5,0,0.132,@noirin0neill,"@subatomicdoc  thanks.  I have so much to learn on this #epatient  journey. I love  the heal the healers bit.","Sat, May 30, 2015, 12:06 PM",https://twitter.com/noirin0neill/status/604725593381478400
66,2,0,0.071,@chipb414,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sat, May 30, 2015, 10:38 AM",https://twitter.com/chipb414/status/604703427147526145
67,2,0,0.071,@halliesculler1,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sat, May 30, 2015, 9:57 AM",https://twitter.com/halliesculler1/status/604693001361846273
68,3,0,0.075,@treatdiaries,"3 Things to Know About a #Cancer  Diagnosis - Health shared  privately so you can be social. bit.l&#8203;y/1Jn&#8203;w7RE    #epatient  #support  ","Sat, May 30, 2015, 9:39 AM",https://twitter.com/treatdiaries/status/604688470863425537
69,2,0,0.071,@22brianwhite,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sat, May 30, 2015, 9:22 AM",https://twitter.com/22brianwhite/status/604684215964299264
70,2,0,0.071,@sammycatania,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sat, May 30, 2015, 9:08 AM",https://twitter.com/sammycatania/status/604680845278855168
71,2,0,0.071,@damanonthstreet,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sat, May 30, 2015, 9:01 AM",https://twitter.com/damanonthstreet/status/604679123055689729
72,2,0,0.077,@consumerreports,"7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1e&#8203;GS42f    #epatient    ","Sat, May 30, 2015, 9:00 AM",https://twitter.com/consumerreports/status/604678687695482881
73,0,0,0,@dentalsymphony,"Our #Online  #Patient  #Registration  system was designed BY and FOR #Dentists . Was yours? #ePatient  #ClinicalTeam   denta&#8203;lsymp&#8203;hony.&#8203;com   ","Sat, May 30, 2015, 7:10 AM",https://twitter.com/dentalsymphony/status/604651086385950720
74,1,0,0.033,@egagenerics,"Ever heard about the concept of the #ePatient ? Join  our #Tweetup ! #EGApatients  #patients  #Tweetchat    ","Sat, May 30, 2015, 4:00 AM",https://twitter.com/egagenerics/status/604603164684251137
75,0,-1,-0.024,@p_galipon,"Marché #eSanté : C'est aussi une stratégie de gestion des émotions liées à la maladie et au malade via des #ePatient (e) vendeur #manipulation  ","Sat, May 30, 2015, 3:00 AM",https://twitter.com/p_galipon/status/604588078813048832
76,3,0,0.075,@salazaranabel,"RT @angel189 : Tweetup with #ePatient  @Birgitpower  2 of June 11am-12pm CET: ""Let´s Patients Help!""  join  us by using the #EGApatients    ","Sat, May 30, 2015, 1:42 AM",https://twitter.com/salazaranabel/status/604568430570819584
77,2,0,0.067,@cyhyraeth_anon,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1K&#8203;xKXX4    #HealthCosts  #epatient    ","Fri, May 29, 2015, 11:18 PM",https://twitter.com/cyhyraeth_anon/status/604532346428071936
78,2,0,0.059,@amandaitzkoffmd,"RT @nickreeldx : .@AmandaItzkoffmd  smart  customer service! easy  early qualifier when choosing my doc. @kevinmd  @esseeconsulting  @StuckonSW  #…","Fri, May 29, 2015, 9:35 PM",https://twitter.com/amandaitzkoffmd/status/604506271417569280
79,2,0,0.063,@nickreeldx,".@AmandaItzkoffmd  smart  customer service! easy  early qualifier when choosing my doc. @kevinmd  @esseeconsulting  @StuckonSW  #mhealth  #epatient ","Fri, May 29, 2015, 9:22 PM",https://twitter.com/nickreeldx/status/604503153778622464
80,0,0,0,@youtopiaquest,"RT @ChrisRalphTHW : #Smarthphone  #TactileTech . Intriguing #mHealth  and #epatient  education possibilities:
Cc @YoutopiaQuest   t.co/&#8203;Ku   …","Fri, May 29, 2015, 5:32 PM",https://twitter.com/youtopiaquest/status/604445132553723904
81,3,0,0.1,@drmikesevilla,"RT @MeredithGould : Interested  in health &amp; spirituality? Yes,  you are! #hpm  #hlthsp  #epatient  #hcldr   twitt&#8203;er.co&#8203;m/hlt&#8203;hsp/s&#8203;tatus&#8203;/6043&#8230;   ","Fri, May 29, 2015, 1:34 PM",https://twitter.com/drmikesevilla/status/604385231735492608
82,3,0,0.115,@meredithgould,"Interested  in health &amp; spirituality? Yes,  you are! #hpm  #hlthsp  #epatient  #hcldr   twitt&#8203;er.co&#8203;m/hlt&#8203;hsp/s&#8203;tatus&#8203;/6043&#8230;   ","Fri, May 29, 2015, 1:32 PM",https://twitter.com/meredithgould/status/604384791362842625
83,0,0,0,@treatdiaries,"Personal stories of #bladdercancer  survivorship! treat&#8203;mentd&#8203;iarie&#8203;s.com    #opc  #epatient  #patientinsights ","Fri, May 29, 2015, 12:38 PM",https://twitter.com/treatdiaries/status/604371129508069376
84,0,0,0,@mightycasey,"T4: I call myself #epatient  sin eater. People tell me the wildest sh*t one-on-one, I can truthfully tell 'em they're heard/safe #patientchat ","Fri, May 29, 2015, 10:38 AM",https://twitter.com/mightycasey/status/604341114859048960
85,3,0,0.065,@mightycasey,"T4: I live out loud, every day, everywhere. It's how I teach others that they can be their own best  advocates. #epatient   #patientchat ","Fri, May 29, 2015, 10:37 AM",https://twitter.com/mightycasey/status/604340716920311808
86,2,0,0.071,@kreisr1,"RT @MightyCasey : Greetings.  Loudmouth rabblerousing redhead #epatient , #hospmed  journo, general thought-provocation engine here. #patientch …","Fri, May 29, 2015, 10:03 AM",https://twitter.com/kreisr1/status/604332209537835008
87,2,0,0.083,@mightycasey,"Greetings.  Loudmouth rabblerousing redhead #epatient , #hospmed  journo, general thought-provocation engine here. #patientchat ","Fri, May 29, 2015, 10:03 AM",https://twitter.com/mightycasey/status/604332131502952448
88,3,0,0.075,@treatdiaries,"3 Things to Know About a #Cancer  Diagnosis - Health shared  privately so you can be social. bit.l&#8203;y/1Jn&#8203;w7RE    #epatient  #support  ","Fri, May 29, 2015, 9:39 AM",https://twitter.com/treatdiaries/status/604326082855075840
89,2,0,0.071,@benplummerhb,"RT @integratedchg : 5 SEO terms health care  marketers must know  healt&#8203;hcare&#8203;commu&#8203;nicat&#8203;ion.c&#8203;om/Ma&#8230;    #digitalhealth  #epatient  #hospitalmarketing  #digital …","Fri, May 29, 2015, 9:16 AM",https://twitter.com/benplummerhb/status/604320490862309376
90,2,0,0.077,@integratedchg,"5 SEO terms health care  marketers must know  healt&#8203;hcare&#8203;commu&#8203;nicat&#8203;ion.c&#8203;om/Ma&#8230;    #digitalhealth  #epatient  #hospitalmarketing  #digitalpatient ","Fri, May 29, 2015, 9:16 AM",https://twitter.com/integratedchg/status/604320423778652160
91,1,0,0.033,@aran_mg,"RT @patientpowereu : More patient advocates should engage  in drugs development ow.ly&#8203;/NAs7&#8203;B    #patientsinvolved  #ePatient  &gt; @EUPatie …","Fri, May 29, 2015, 8:36 AM",https://twitter.com/aran_mg/status/604310255170887682
92,1,0,0.036,@patientpowereu,"More patient advocates should engage  in drugs development ow.ly&#8203;/NAs7&#8203;B    #patientsinvolved  #ePatient  &gt; @EUPatients  @JanGeissler ","Fri, May 29, 2015, 8:35 AM",https://twitter.com/patientpowereu/status/604310084756361216
93,0,0,0,@nlzorgvrij,"RT @FitsYourProfile : “@nickreeldx : and they can do it! @SentrianRPI  #csummit15  #digitalhealth  #epatient   t.co/&#8203;ZhO4l&#8203;yS9V4   ” @NLZorgVr …","Fri, May 29, 2015, 6:04 AM",https://twitter.com/nlzorgvrij/status/604271994557849601
94,2,0,0.067,@markrconverse,"RT @ConsumerReports : 7 Tips To Keep Your Health Care  Insurance Costs Down: bddy.&#8203;me/1K&#8203;xKXX4    #HealthCosts  #epatient    ","Fri, May 29, 2015, 4:16 AM",https://twitter.com/markrconverse/status/604244858467930112
95,1,0,0.026,@mariacallow,"Patient engagement - would  you willingly share  your data in this new world of research and technology? ow.ly&#8203;/NiND&#8203;h    #epatient ","Thu, May 28, 2015, 11:05 PM",https://twitter.com/mariacallow/status/604166567954366464
96,1,-1,0,@egagenerics,"Don´t be shy,  share  your opinion about the #ePatient  in our #Tweetup ! #EGApatients  #hcsmeu    ","Thu, May 28, 2015, 11:00 PM",https://twitter.com/egagenerics/status/604165284048461825
97,0,0,0,@zhendong,"RT @ReginaHolliday : .@ePatientDave  @kaitbr  &amp; @TiffanyAndLupus  are on Pt advocacy in 2012 @wigglemed  #ePatient : flip.&#8203;it/4z&#8203;caE   ","Thu, May 28, 2015, 9:59 PM",https://twitter.com/zhendong/status/604149968132251648
98,0,0,0,@skinatasha,"Found &amp; mentioned ""algorithm"" 4 swollen lymph 2 the doc. ""Whose algo,"" he asked. Then we talked ❤️❤️❤️ #epatient  + #edoc 

via @sympleapp ","Thu, May 28, 2015, 6:36 PM",https://twitter.com/skinatasha/status/604099047356522496
99,0,0,0,@harriseve,"Who could be the New CTO of HHS? @SusannahFox , that’s who! #epatient  #peer2peerhealth  #HIT  susan&#8203;nahfo&#8203;x.com&#8203;/2015&#8203;/05/2&#8203;8/im-&#8230;   ","Thu, May 28, 2015, 5:05 PM",https://twitter.com/harriseve/status/604076074583093248
100,0,0,0,@hospitalpatient,"RT @doctors20 : @hospitalpatient  You're in Denise's Interview! socia&#8203;lmedi&#8203;atab.&#8203;com/e&#8203;xclus&#8203;ive-i&#8230;    #doctors20  #hcsm  #epatient ","Thu, May 28, 2015, 4:51 PM",https://twitter.com/hospitalpatient/status/604072635975221248
101,0,0,0,@harriseve,"BREAKING: ""I’m the New CTO of HHS,""sez @SusannahFox  #epatient  #HIT  susan&#8203;nahfo&#8203;x.com&#8203;/2015&#8203;/05/2&#8203;8/im-&#8230;   ","Thu, May 28, 2015, 3:40 PM",https://twitter.com/harriseve/status/604054687101239297
102,0,0,0,@doctors20,"@hospitalpatient  You're in Denise's Interview! socia&#8203;lmedi&#8203;atab.&#8203;com/e&#8203;xclus&#8203;ive-i&#8230;    #doctors20  #hcsm  #epatient ","Thu, May 28, 2015, 3:19 PM",https://twitter.com/doctors20/status/604049428543094785
103,0,0,0,@sentrianrpi,"RT @nickreeldx : and they can do it! @SentrianRPI  #csummit15  #digitalhealth  #epatient   twitt&#8203;er.co&#8203;m/efu&#8203;turis&#8203;t/sta&#8203;tus/6&#8230;   ","Thu, May 28, 2015, 2:27 PM",https://twitter.com/sentrianrpi/status/604036270751240193
104,0,0,0,@sophiathurmond,"RT @breckgamel : My #epatient  ness just moved up a notch this week as I realized patients don't need permission. goo.g&#8203;l/iYC&#8203;FEU   ","Thu, May 28, 2015, 1:01 PM",https://twitter.com/sophiathurmond/status/604014707779989504
